timestamp,demand_actual,demand_p5,demand_p50,demand_p95,demand_mean
2026-01-17 20:00:00,1164.8975,897.5172901357812,1091.1598286623853,1283.4606473672443,1093.6315345732664
2026-01-17 21:00:00,1109.325,819.3927070563217,1020.6340823827938,1215.305527079274,1018.4496943432591
2026-01-17 22:00:00,1073.22,767.1874292076616,966.1479204036655,1156.7525619142482,966.7678411074692
2026-01-17 23:00:00,1060.155,748.8917277200146,943.4451141413015,1132.991007302312,940.0133397780947
2026-01-18 00:00:00,1020.8925,721.2387613955786,916.0708390129087,1105.0190792458368,914.2434416911716
2026-01-18 01:00:00,1042.285,724.055821862996,907.2640277054008,1095.549094786904,905.2138126345773
2026-01-18 02:00:00,1027.2875,708.8792037106239,897.2084865422937,1095.379587165769,898.8688135385087
2026-01-18 03:00:00,1037.935,745.0378001926183,927.7641159677331,1103.0178210953345,923.4687236980818
2026-01-18 04:00:00,1055.3799999999999,833.3274418928357,1015.2479014575217,1177.6949765573968,1012.1359192482483
2026-01-18 05:00:00,1102.2525,925.7148633488298,1117.542411809533,1300.7180886983479,1114.909508848666
2026-01-18 06:00:00,1111.2675,1014.7172889617085,1200.7771790302209,1369.2017810398174,1198.6266314729062
2026-01-18 07:00:00,1163.99,1052.6563213569145,1223.7031238344794,1404.9043288324522,1223.5291229975053
2026-01-18 08:00:00,1192.3725,1064.895993092683,1231.4578128847718,1402.0375160065535,1230.8622710521909
2026-01-18 09:00:00,1220.125,1046.1193845146768,1226.6256448166487,1395.29495494092,1223.27003646588
2026-01-18 10:00:00,1342.0375,1035.8898809586767,1203.709314927217,1365.9218179085701,1204.2467874181586
2026-01-18 11:00:00,1221.065,1049.4305258282225,1221.847564098682,1366.6226398743272,1216.9079493738843
2026-01-18 12:00:00,1194.87,1042.7488051514904,1201.031193452413,1369.8766178981723,1202.0778993507051
2026-01-18 13:00:00,1169.8775,1042.1350181915982,1209.5591055485033,1355.9637167226742,1204.1885425806272
2026-01-18 14:00:00,1166.8325,1047.3854998664506,1222.5057449095061,1374.4439246023126,1219.9723243193034
2026-01-18 15:00:00,1224.5925,1077.656417173395,1241.9963660959786,1400.2213479513184,1239.5240261370886
